mesh_heading,tree_number,major_tree_number,major_mesh_heading
"Ichthyosis, X-Linked",C16.320.850.408,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Incontinentia Pigmenti,C16.320.850.420,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Keratoderma, Palmoplantar",C16.320.850.475,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Keratoderma, Palmoplantar, Diffuse",C16.320.850.475.440,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Keratoderma, Palmoplantar, Epidermolytic",C16.320.850.475.440.500,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Papillon-Lefevre Disease,C16.320.850.475.600,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Leukokeratosis, Hereditary Mucosal",C16.320.850.542,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Lipoid Proteinosis of Urbach and Wiethe,C16.320.850.595,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Monilethrix,C16.320.850.647,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Netherton Syndrome,C16.320.850.673,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Pemphigus, Benign Familial",C16.320.850.700,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Porokeratosis,C16.320.850.730,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Porphyria, Erythropoietic",C16.320.850.738,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Porphyrias, Hepatic",C16.320.850.742,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Coproporphyria, Hereditary",C16.320.850.742.074,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Porphyria, Acute Intermittent",C16.320.850.742.150,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Porphyria Cutanea Tarda,C16.320.850.742.250,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Porphyria, Hepatoerythropoietic",C16.320.850.742.437,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Porphyria, Variegate",C16.320.850.742.625,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Protoporphyria, Erythropoietic",C16.320.850.742.812,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Prolidase Deficiency,C16.320.850.746,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Pseudoxanthoma Elasticum,C16.320.850.750,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Rothmund-Thomson Syndrome,C16.320.850.765,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Sjogren-Larsson Syndrome,C16.320.850.820,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Trichothiodystrophy Syndromes,C16.320.850.895,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Xeroderma Pigmentosum,C16.320.850.970,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Werner Syndrome,C16.320.925,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Yellow Nail Syndrome,C16.320.962,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Infant, Newborn, Diseases",C16.614,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Amniotic Band Syndrome,C16.614.042,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Anemia, Neonatal",C16.614.053,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Fetofetal Transfusion,C16.614.053.344,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Fetomaternal Transfusion,C16.614.053.511,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Asphyxia Neonatorum,C16.614.092,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Birth Injuries,C16.614.131,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Neonatal Brachial Plexus Palsy,C16.614.131.294,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Paralysis, Obstetric",C16.614.131.587,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Colic,C16.614.166,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Congenital Bone Marrow Failure Syndromes,C16.614.183,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Congenital Hyperinsulinism,C16.614.200,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Nesidioblastosis,C16.614.200.500,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Cystic Fibrosis,C16.614.213,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Epilepsy, Benign Neonatal",C16.614.258,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Erythroblastosis, Fetal",C16.614.304,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Kernicterus,C16.614.304.502,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Hernia, Umbilical",C16.614.378,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Hydrophthalmos,C16.614.438,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Hyperbilirubinemia, Neonatal",C16.614.451,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Jaundice, Neonatal",C16.614.451.500,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Jaundice, Chronic Idiopathic",C16.614.451.500.250,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Hyperostosis, Cortical, Congenital",C16.614.465,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Ichthyosis,C16.614.492,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Ichthyosiform Erythroderma, Congenital",C16.614.492.400,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Hyperkeratosis, Epidermolytic",C16.614.492.400.375,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Ichthyosis, Lamellar",C16.614.492.400.410,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Netherton Syndrome,C16.614.492.400.705,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Ichthyosis Bullosa of Siemens,C16.614.492.410,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Ichthyosis, X-Linked",C16.614.492.420,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Sjogren-Larsson Syndrome,C16.614.492.723,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Infant, Premature, Diseases",C16.614.521,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Bronchopulmonary Dysplasia,C16.614.521.125,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Leukomalacia, Periventricular",C16.614.521.450,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Respiratory Distress Syndrome, Newborn",C16.614.521.563,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Hyaline Membrane Disease,C16.614.521.563.475,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Transient Tachypnea of the Newborn,C16.614.521.563.737,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Retinopathy of Prematurity,C16.614.521.731,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Meconium Aspiration Syndrome,C16.614.580,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Mobius Syndrome,C16.614.595,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Neonatal Abstinence Syndrome,C16.614.610,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Neonatal Sepsis,C16.614.627,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Nystagmus, Congenital",C16.614.643,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Ophthalmia Neonatorum,C16.614.677,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Persistent Fetal Circulation Syndrome,C16.614.694,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Rothmund-Thomson Syndrome,C16.614.760,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Sclerema Neonatorum,C16.614.810,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Severe Combined Immunodeficiency,C16.614.815,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
X-Linked Combined Immunodeficiency Diseases,C16.614.815.500,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Syphilis, Congenital",C16.614.868,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Thanatophoric Dysplasia,C16.614.890,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Thrombocytopenia, Neonatal Alloimmune",C16.614.899,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
"Toxoplasmosis, Congenital",C16.614.909,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Vitamin K Deficiency Bleeding,C16.614.940,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Wolman Disease,C16.614.947,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
Skin and Connective Tissue Diseases,C17,C17,Skin and Connective Tissue Diseases
Connective Tissue Diseases,C17.300,C17,Skin and Connective Tissue Diseases
Anetoderma,C17.300.116,C17,Skin and Connective Tissue Diseases
Cartilage Diseases,C17.300.182,C17,Skin and Connective Tissue Diseases
Chondromalacia Patellae,C17.300.182.100,C17,Skin and Connective Tissue Diseases
Laryngomalacia,C17.300.182.310,C17,Skin and Connective Tissue Diseases
Osteochondritis,C17.300.182.520,C17,Skin and Connective Tissue Diseases
Pectus Carinatum,C17.300.182.525,C17,Skin and Connective Tissue Diseases
"Polychondritis, Relapsing",C17.300.182.531,C17,Skin and Connective Tissue Diseases
Tietze's Syndrome,C17.300.182.790,C17,Skin and Connective Tissue Diseases
Tracheobronchomalacia,C17.300.182.895,C17,Skin and Connective Tissue Diseases
Bronchomalacia,C17.300.182.895.249,C17,Skin and Connective Tissue Diseases
Tracheomalacia,C17.300.182.895.500,C17,Skin and Connective Tissue Diseases
Cellulitis,C17.300.185,C17,Skin and Connective Tissue Diseases
Orbital Cellulitis,C17.300.185.500,C17,Skin and Connective Tissue Diseases
Collagen Diseases,C17.300.200,C17,Skin and Connective Tissue Diseases
Ehlers-Danlos Syndrome,C17.300.200.310,C17,Skin and Connective Tissue Diseases
Epidermolysis Bullosa Dystrophica,C17.300.200.367,C17,Skin and Connective Tissue Diseases
Keloid,C17.300.200.425,C17,Skin and Connective Tissue Diseases
Acne Keloid,C17.300.200.425.125,C17,Skin and Connective Tissue Diseases
Necrobiotic Disorders,C17.300.200.495,C17,Skin and Connective Tissue Diseases
Granuloma Annulare,C17.300.200.495.380,C17,Skin and Connective Tissue Diseases
Necrobiosis Lipoidica,C17.300.200.495.545,C17,Skin and Connective Tissue Diseases
Necrobiotic Xanthogranuloma,C17.300.200.495.772,C17,Skin and Connective Tissue Diseases
"Nephritis, Hereditary",C17.300.200.517,C17,Skin and Connective Tissue Diseases
Osteogenesis Imperfecta,C17.300.200.540,C17,Skin and Connective Tissue Diseases
Cutis Laxa,C17.300.230,C17,Skin and Connective Tissue Diseases
Dermatomyositis,C17.300.250,C17,Skin and Connective Tissue Diseases
Dupuytren Contracture,C17.300.270,C17,Skin and Connective Tissue Diseases
"Fibromatosis, Plantar",C17.300.349,C17,Skin and Connective Tissue Diseases
Homocystinuria,C17.300.428,C17,Skin and Connective Tissue Diseases
Lipedema,C17.300.451,C17,Skin and Connective Tissue Diseases
"Lupus Erythematosus, Cutaneous",C17.300.475,C17,Skin and Connective Tissue Diseases
"Lupus Erythematosus, Discoid",C17.300.475.479,C17,Skin and Connective Tissue Diseases
"Panniculitis, Lupus Erythematosus",C17.300.475.479.400,C17,Skin and Connective Tissue Diseases
"Lupus Erythematosus, Systemic",C17.300.480,C17,Skin and Connective Tissue Diseases
Lupus Nephritis,C17.300.480.680,C17,Skin and Connective Tissue Diseases
"Lupus Vasculitis, Central Nervous System",C17.300.480.750,C17,Skin and Connective Tissue Diseases
Marfan Syndrome,C17.300.500,C17,Skin and Connective Tissue Diseases
Mixed Connective Tissue Disease,C17.300.540,C17,Skin and Connective Tissue Diseases
Mucinoses,C17.300.550,C17,Skin and Connective Tissue Diseases
Ganglion Cysts,C17.300.550.274,C17,Skin and Connective Tissue Diseases
"Mucinosis, Follicular",C17.300.550.550,C17,Skin and Connective Tissue Diseases
Mucopolysaccharidoses,C17.300.550.575,C17,Skin and Connective Tissue Diseases
Mucopolysaccharidosis I,C17.300.550.575.640,C17,Skin and Connective Tissue Diseases
Mucopolysaccharidosis II,C17.300.550.575.645,C17,Skin and Connective Tissue Diseases
Mucopolysaccharidosis III,C17.300.550.575.650,C17,Skin and Connective Tissue Diseases
Mucopolysaccharidosis IV,C17.300.550.575.655,C17,Skin and Connective Tissue Diseases
Mucopolysaccharidosis VI,C17.300.550.575.670,C17,Skin and Connective Tissue Diseases
Mucopolysaccharidosis VII,C17.300.550.575.675,C17,Skin and Connective Tissue Diseases
Myxedema,C17.300.550.590,C17,Skin and Connective Tissue Diseases
Scleredema Adultorum,C17.300.550.750,C17,Skin and Connective Tissue Diseases
Scleromyxedema,C17.300.550.875,C17,Skin and Connective Tissue Diseases
"Neoplasms, Connective Tissue",C17.300.680,C17,Skin and Connective Tissue Diseases
Myofibroma,C17.300.680.540,C17,Skin and Connective Tissue Diseases
Myopericytoma,C17.300.680.770,C17,Skin and Connective Tissue Diseases
Noonan Syndrome,C17.300.690,C17,Skin and Connective Tissue Diseases
Osteopoikilosis,C17.300.705,C17,Skin and Connective Tissue Diseases
Panniculitis,C17.300.710,C17,Skin and Connective Tissue Diseases
Erythema Induratum,C17.300.710.329,C17,Skin and Connective Tissue Diseases
"Panniculitis, Lupus Erythematosus",C17.300.710.400,C17,Skin and Connective Tissue Diseases
"Panniculitis, Nodular Nonsuppurative",C17.300.710.500,C17,Skin and Connective Tissue Diseases
"Panniculitis, Peritoneal",C17.300.710.600,C17,Skin and Connective Tissue Diseases
Penile Induration,C17.300.715,C17,Skin and Connective Tissue Diseases
Pseudoxanthoma Elasticum,C17.300.766,C17,Skin and Connective Tissue Diseases
Rheumatic Diseases,C17.300.775,C17,Skin and Connective Tissue Diseases
"Arthritis, Juvenile",C17.300.775.049,C17,Skin and Connective Tissue Diseases
"Arthritis, Rheumatoid",C17.300.775.099,C17,Skin and Connective Tissue Diseases
Caplan Syndrome,C17.300.775.099.219,C17,Skin and Connective Tissue Diseases
Felty Syndrome,C17.300.775.099.389,C17,Skin and Connective Tissue Diseases
Rheumatoid Nodule,C17.300.775.099.683,C17,Skin and Connective Tissue Diseases
Rheumatoid Vasculitis,C17.300.775.099.728,C17,Skin and Connective Tissue Diseases
Sjogren's Syndrome,C17.300.775.099.774,C17,Skin and Connective Tissue Diseases
"Still's Disease, Adult-Onset",C17.300.775.099.870,C17,Skin and Connective Tissue Diseases
"Hyperostosis, Sternocostoclavicular",C17.300.775.440,C17,Skin and Connective Tissue Diseases
Polymyalgia Rheumatica,C17.300.775.720,C17,Skin and Connective Tissue Diseases
"Scleroderma, Localized",C17.300.787,C17,Skin and Connective Tissue Diseases
"Scleroderma, Systemic",C17.300.799,C17,Skin and Connective Tissue Diseases
"Scleroderma, Diffuse",C17.300.799.602,C17,Skin and Connective Tissue Diseases
"Scleroderma, Limited",C17.300.799.801,C17,Skin and Connective Tissue Diseases
CREST Syndrome,C17.300.799.801.500,C17,Skin and Connective Tissue Diseases
Undifferentiated Connective Tissue Diseases,C17.300.849,C17,Skin and Connective Tissue Diseases
Weill-Marchesani Syndrome,C17.300.899,C17,Skin and Connective Tissue Diseases
Skin Diseases,C17.800,C17,Skin and Connective Tissue Diseases
Acneiform Eruptions,C17.800.030,C17,Skin and Connective Tissue Diseases
Acne Keloid,C17.800.030.030,C17,Skin and Connective Tissue Diseases
Acne Vulgaris,C17.800.030.150,C17,Skin and Connective Tissue Diseases
Acne Conglobata,C17.800.030.150.500,C17,Skin and Connective Tissue Diseases
Chloracne,C17.800.030.575,C17,Skin and Connective Tissue Diseases
Angiolymphoid Hyperplasia with Eosinophilia,C17.800.060,C17,Skin and Connective Tissue Diseases
Breast Diseases,C17.800.090,C17,Skin and Connective Tissue Diseases
Breast Cyst,C17.800.090.249,C17,Skin and Connective Tissue Diseases
Breast Neoplasms,C17.800.090.500,C17,Skin and Connective Tissue Diseases
Breast Carcinoma In Situ,C17.800.090.500.130,C17,Skin and Connective Tissue Diseases
"Breast Neoplasms, Male",C17.800.090.500.260,C17,Skin and Connective Tissue Diseases
"Carcinoma, Ductal, Breast",C17.800.090.500.390,C17,Skin and Connective Tissue Diseases
"Carcinoma, Lobular",C17.800.090.500.437,C17,Skin and Connective Tissue Diseases
Hereditary Breast and Ovarian Cancer Syndrome,C17.800.090.500.483,C17,Skin and Connective Tissue Diseases
Inflammatory Breast Neoplasms,C17.800.090.500.576,C17,Skin and Connective Tissue Diseases
Unilateral Breast Neoplasms,C17.800.090.500.682,C17,Skin and Connective Tissue Diseases
Triple Negative Breast Neoplasms,C17.800.090.500.788,C17,Skin and Connective Tissue Diseases
Fibrocystic Breast Disease,C17.800.090.750,C17,Skin and Connective Tissue Diseases
Gynecomastia,C17.800.090.875,C17,Skin and Connective Tissue Diseases
Lactation Disorders,C17.800.090.937,C17,Skin and Connective Tissue Diseases
Galactorrhea,C17.800.090.937.439,C17,Skin and Connective Tissue Diseases
Chiari-Frommel Syndrome,C17.800.090.937.439.500,C17,Skin and Connective Tissue Diseases
Mastitis,C17.800.090.968,C17,Skin and Connective Tissue Diseases
Granulomatous Mastitis,C17.800.090.968.400,C17,Skin and Connective Tissue Diseases
Cutaneous Fistula,C17.800.135,C17,Skin and Connective Tissue Diseases
Dermatitis,C17.800.174,C17,Skin and Connective Tissue Diseases
Acrodermatitis,C17.800.174.100,C17,Skin and Connective Tissue Diseases
Dandruff,C17.800.174.146,C17,Skin and Connective Tissue Diseases
"Dermatitis, Atopic",C17.800.174.193,C17,Skin and Connective Tissue Diseases
